username,comment/reply,time,likes,isReply,stance
@silenthawkstudios9924,"Making music takes some serious talent ngl. I've excelled as most things I've tried, but music is one of the only things that stumps me no matter how hard I try.",1 year ago,0,True,Contra
@howmathematicianscreatemat9226,If you let a person with spatial imagination go in competition with a person without spatial imagination and they each need to draw an elephant without being allowed to look at one while doing it… guess who is the one winning (with the more realistic picture of the elephant) even if the one without imagination has 100 times more practice ?,1 year ago,0,True,Pro
@damenation,"Courage brother, thing will get better. Like say in the video, learn on how to study smarter and work hard after. I trust you men. You will make it.",1 year ago,0,True,Pro
@TheRedemptionRain,Nah don’t be delusional,1 year ago,0,True,Contra
@hmmhmm-gd3iv,@TheRedemptionRain I said might be for a reason,1 year ago,0,True,Neutral
@augustosantos6651,"Sorry, but my internal dattebayo says youre wrong",1 year ago,0,False,Contra
@countremy730,"Yeah sorry Ray Allen, you’re 6’5.  A 5’5 person working just as hard will not be in the nba HOF.  Natural gifts play a part.  We can not believe it all we want; all we have to do is check the stats.",1 year ago,0,False,Contra
@sgtrecker8061,"talent = 0.1% of the population
talent beats hardwork
hardwork beats 99% of the population...

so don't be stupid, if you're not talented, you can still build rockets to the moon just by hardworking, acquire financial independance, and have a life above 99% of humanity
so work
stop reading that stupid comment and go, find a little project to code in and become proficient, go search what will be your next book to get cuture in finance, engineering or idk

Time is the most powerfull think in the world, ou'll outperform 99% of people by putting more amount of time
Time multiply your wealth with good placements
Time makes water building rivers whatever how hard the rock in front of it's itinerary is
Time heals wounds
It even makes coffee !!!

So eventually, go hard-work",1 year ago,0,False,Pro
@YUGlMOTTO,Get off YouTube and put in the hours so you don’t suffer from analysis paralysis,1 year ago,1,False,Pro
@sasaha8389,Now imagine working hard with Talent. Noone can beat you,1 year ago,0,False,Pro
@Shiljamannn,"If hard work beats talent I would make more money than these athlets, musicians, actors... But here I am just another average Joe... You need to work hard in whatever you do, and whatever your talent is, your success is so much associated with luck and opportunities and your ability to take advantage of them... The problem for most people is motivation... It's different for high level athletes that have so much talent and when they invest their time and effort in it, their return is millions of dollars and a weathy life, while for most other people is survival.",1 year ago,0,False,Contra
@vector-mu2pb,"Do critical thinking, try to get information which others don't have , if u can do that u might win.",1 year ago,0,False,Pro
@terryf3282,If hard work really always beat talent there would be more Asian Americans and short white guys in the NBA and NFL !,1 year ago,0,False,Contra
@psyience3213,I love when people with massive privilege and head starts boil their success down to nothing but a virtue. “It’s only because I worked hard” it’s not because your dad is a billionaire or your we’re friends with this streamer or whatever. Especially these YouTubers they almost all have trust fund origins.,1 year ago,1,False,Contra
@Daddyman-m6h,So in other words dont waste your time in this game called life and just log off.,1 year ago,0,False,Contra
@TsunamiKitten,Disagree.   Read Grit.  A. Duckworth.   Also David Goggins.,1 year ago,0,False,Contra
@Armando.Sepulveda,Talent might matter a little bit more but you still have to put in the work,1 year ago,0,False,Pro
@Anniecpw3,"I have to say that you seem not to be using the same definition of talent that everyone else uses. Talent is an innate part of someone that cannot be developed, but you either have it or not. Therefore, if you don’t have it, you’ll never catch up ever. And that’s not a fun message to tell people.

You can’t change the innate level of talent you have",1 year ago,0,False,Contra
@AJCainMMA,"Untrue, haven't watched the video, if you spend every waking hour being efficient only striving towards your goal, it's only a matter of time no matter what it is

I've watched a bit now and I see we have different definitions of hard work. Working hard = not working efficiently, does not make sense to me",1 year ago,0,False,Contra
@tellercamille8080,rich people tell poor people to work hard so that we keep doing the menial jobs 😄 running around in circles going nowhere,1 year ago,0,False,Contra
@howmathematicianscreatemat9226,You implicitly state here that talent is of binary nature. As if it were only: average person or Mozart level talent. How about tones of grey in between? Being better than the average person genetically but less good than Mozart?,1 year ago,0,True,Contra
@-Ice_Cold-,"Hard work means nothing in this world. It's more about luck, timing and passion for the business.",1 year ago,0,True,Contra
@-Ice_Cold-,"If this is true, why is it that only a small percentage succeed while the rest don’t even have enough to eat?",1 year ago,1,True,Contra
@davehusten2801,d,1 year ago,0,False,Pro
@petsanctuary123,"hard work is so overrated. we have been told since we were little children to 'work hard'. this is code for being a tax/wage slave. I have come across a lot of very wealthy people, and very few of them 'work' in the normal sense of the word.",1 year ago,0,False,Contra
@VergilEdits,"It's like what Andrew Tate said

You never know you're talented if you don't put the hard work",1 year ago,0,False,Pro
